,Unnamed: 0,Inning,batter_number,count,date,executed,hit_miss,inning,notes,pitch_location,pitch_number,pitch_type,pitcher_name,called_strike,date_converted,live
0,0,,,,Wed Feb 05 2020 19:00:00 GMT-0500 (Eastern Standard Time),,,,,48.0,1,0.0,Alex Muchnick,0,2020-02-05,0
1,1,,,,Wed Feb 05 2020 19:00:00 GMT-0500 (Eastern Standard Time),,,,,37.0,2,0.0,Alex Muchnick,0,2020-02-05,0
2,2,,,,Wed Feb 05 2020 19:00:00 GMT-0500 (Eastern Standard Time),,,,,23.0,3,0.0,Alex Muchnick,1,2020-02-05,0
3,3,,,,Wed Feb 05 2020 19:00:00 GMT-0500 (Eastern Standard Time),,,,,25.0,4,0.0,Alex Muchnick,0,2020-02-05,0
4,4,,,,Wed Feb 05 2020 19:00:00 GMT-0500 (Eastern Standard Time),,,,,30.0,5,2.0,Alex Muchnick,0,2020-02-05,0
5,5,,,,Wed Feb 05 2020 19:00:00 GMT-0500 (Eastern Standard Time),,,,,29.0,6,0.0,Alex Muchnick,1,2020-02-05,0
6,6,,,,Wed Feb 05 2020 19:00:00 GMT-0500 (Eastern Standard Time),,,,,17.0,7,2.0,Alex Muchnick,1,2020-02-05,0
7,7,,,0b-0s,Wed Feb 05 2020 19:00:00 GMT-0500 (Eastern Standard Time),,,,,18.0,8,0.0,Alex Muchnick,0,2020-02-05,0
8,8,,,0b-1s,Wed Feb 05 2020 19:00:00 GMT-0500 (Eastern Standard Time),,,,,22.0,9,0.0,Alex Muchnick,1,2020-02-05,0
9,9,,,1b-1s,Wed Feb 05 2020 19:00:00 GMT-0500 (Eastern Standard Time),,,,,30.0,10,2.0,Alex Muchnick,0,2020-02-05,0
10,10,,,2b-1s,Wed Feb 05 2020 19:00:00 GMT-0500 (Eastern Standard Time),,,,,18.0,11,1.0,Alex Muchnick,0,2020-02-05,0
11,11,,,2b-1s,Wed Feb 05 2020 19:00:00 GMT-0500 (Eastern Standard Time),,,,,22.0,12,0.0,Alex Muchnick,1,2020-02-05,0
12,12,,,0b-0s,Wed Feb 05 2020 19:00:00 GMT-0500 (Eastern Standard Time),,,,,32.0,13,0.0,Alex Muchnick,1,2020-02-05,0
13,13,,,0b-1s,Wed Feb 05 2020 19:00:00 GMT-0500 (Eastern Standard Time),,,,,26.0,14,1.0,Alex Muchnick,1,2020-02-05,0
14,14,,,0b-1s,Wed Feb 05 2020 19:00:00 GMT-0500 (Eastern Standard Time),,,,,27.0,15,0.0,Alex Muchnick,1,2020-02-05,0
15,15,,,0b-1s,Wed Feb 05 2020 19:00:00 GMT-0500 (Eastern Standard Time),,,,,28.0,16,0.0,Alex Muchnick,1,2020-02-05,0
16,0,1.0,1.0,,Fri Feb 07 2020 19:00:00 GMT-0500 (Eastern Standard Time),,,,,27.0,1,0.0,Alex Muchnick,1,2020-02-07,0
17,1,1.0,1.0,,Fri Feb 07 2020 19:00:00 GMT-0500 (Eastern Standard Time),,,,,44.0,2,1.0,Alex Muchnick,0,2020-02-07,0
18,2,1.0,1.0,1b-1s,Fri Feb 07 2020 19:00:00 GMT-0500 (Eastern Standard Time),,,,,37.0,3,0.0,Alex Muchnick,0,2020-02-07,0
19,3,1.0,1.0,2b-1s,Fri Feb 07 2020 19:00:00 GMT-0500 (Eastern Standard Time),,,,,22.0,4,0.0,Alex Muchnick,1,2020-02-07,0
20,4,1.0,1.0,2b-2s,Fri Feb 07 2020 19:00:00 GMT-0500 (Eastern Standard Time),,,,,45.0,5,2.0,Alex Muchnick,0,2020-02-07,0
21,5,1.0,1.0,3b-2s,Fri Feb 07 2020 19:00:00 GMT-0500 (Eastern Standard Time),,,,,28.0,6,0.0,Alex Muchnick,1,2020-02-07,0
22,6,1.0,2.0,0b-0s,Fri Feb 07 2020 19:00:00 GMT-0500 (Eastern Standard Time),,,,,40.0,7,0.0,Alex Muchnick,1,2020-02-07,0
23,7,1.0,2.0,0b-1s,Fri Feb 07 2020 19:00:00 GMT-0500 (Eastern Standard Time),,,,,15.0,8,0.0,Alex Muchnick,1,2020-02-07,0
24,8,1.0,2.0,0b-2s,Fri Feb 07 2020 19:00:00 GMT-0500 (Eastern Standard Time),,,,,37.0,9,1.0,Alex Muchnick,0,2020-02-07,0
25,9,1.0,3.0,0b-0s,Fri Feb 07 2020 19:00:00 GMT-0500 (Eastern Standard Time),,,,,26.0,10,0.0,Alex Muchnick,1,2020-02-07,0
26,10,2.0,1.0,0b-0s,Fri Feb 07 2020 19:00:00 GMT-0500 (Eastern Standard Time),,,,,29.0,11,0.0,Alex Muchnick,1,2020-02-07,0
27,11,2.0,1.0,0b-1s,Fri Feb 07 2020 19:00:00 GMT-0500 (Eastern Standard Time),,,,,44.0,12,1.0,Alex Muchnick,0,2020-02-07,0
28,12,2.0,1.0,1b-1s,Fri Feb 07 2020 19:00:00 GMT-0500 (Eastern Standard Time),,,,,25.0,13,0.0,Alex Muchnick,0,2020-02-07,0
29,13,2.0,1.0,2b-1s,Fri Feb 07 2020 19:00:00 GMT-0500 (Eastern Standard Time),,,,,14.0,14,0.0,Alex Muchnick,1,2020-02-07,0
30,14,2.0,1.0,2b-2s,Fri Feb 07 2020 19:00:00 GMT-0500 (Eastern Standard Time),,,,,33.0,15,1.0,Alex Muchnick,1,2020-02-07,0
31,15,2.0,2.0,0b-0s,Fri Feb 07 2020 19:00:00 GMT-0500 (Eastern Standard Time),,,,,45.0,16,1.0,Alex Muchnick,0,2020-02-07,0
32,16,2.0,2.0,1b-0s,Fri Feb 07 2020 19:00:00 GMT-0500 (Eastern Standard Time),,,,,12.0,17,0.0,Alex Muchnick,0,2020-02-07,0
33,17,2.0,2.0,2b-0s,Fri Feb 07 2020 19:00:00 GMT-0500 (Eastern Standard Time),,,,,3.0,18,0.0,Alex Muchnick,0,2020-02-07,0
34,18,2.0,2.0,3b-0s,Fri Feb 07 2020 19:00:00 GMT-0500 (Eastern Standard Time),,,,,21.0,19,0.0,Alex Muchnick,1,2020-02-07,0
35,19,2.0,3.0,0b-0s,Fri Feb 07 2020 19:00:00 GMT-0500 (Eastern Standard Time),,,,,25.0,20,0.0,Alex Muchnick,0,2020-02-07,0
36,20,2.0,3.0,1b-0s,Fri Feb 07 2020 19:00:00 GMT-0500 (Eastern Standard Time),,,,,22.0,21,0.0,Alex Muchnick,1,2020-02-07,0
37,21,3.0,1.0,,Fri Feb 07 2020 19:00:00 GMT-0500 (Eastern Standard Time),,,,,44.0,22,0.0,Alex Muchnick,0,2020-02-07,0
38,22,3.0,1.0,1b-0s,Fri Feb 07 2020 19:00:00 GMT-0500 (Eastern Standard Time),,,,,27.0,23,0.0,Alex Muchnick,1,2020-02-07,0
39,23,3.0,1.0,1b-1s,Fri Feb 07 2020 19:00:00 GMT-0500 (Eastern Standard Time),,,,,45.0,24,1.0,Alex Muchnick,0,2020-02-07,0
40,24,3.0,1.0,2b-1s,Fri Feb 07 2020 19:00:00 GMT-0500 (Eastern Standard Time),,,,,37.0,25,0.0,Alex Muchnick,0,2020-02-07,0
41,25,3.0,1.0,3b-1s,Fri Feb 07 2020 19:00:00 GMT-0500 (Eastern Standard Time),,,,,31.0,26,0.0,Alex Muchnick,0,2020-02-07,0
42,26,3.0,2.0,0b-0s,Fri Feb 07 2020 19:00:00 GMT-0500 (Eastern Standard Time),,,,,29.0,27,0.0,Alex Muchnick,1,2020-02-07,0
43,27,3.0,2.0,0b-1s,Fri Feb 07 2020 19:00:00 GMT-0500 (Eastern Standard Time),,,,,31.0,28,1.0,Alex Muchnick,0,2020-02-07,0
44,28,3.0,2.0,0b-2s,Fri Feb 07 2020 19:00:00 GMT-0500 (Eastern Standard Time),,,,,28.0,29,1.0,Alex Muchnick,1,2020-02-07,0
45,29,3.0,3.0,0b-0s,Fri Feb 07 2020 19:00:00 GMT-0500 (Eastern Standard Time),,,,,20.0,30,0.0,Alex Muchnick,1,2020-02-07,0
46,30,3.0,4.0,0b-0s,Fri Feb 07 2020 19:00:00 GMT-0500 (Eastern Standard Time),,,,,26.0,31,1.0,Alex Muchnick,1,2020-02-07,0
47,31,3.0,4.0,0b-1s,Fri Feb 07 2020 19:00:00 GMT-0500 (Eastern Standard Time),,,,,32.0,32,0.0,Alex Muchnick,1,2020-02-07,0
48,32,3.0,4.0,0b-2s,Fri Feb 07 2020 19:00:00 GMT-0500 (Eastern Standard Time),,,,,46.0,33,2.0,Alex Muchnick,0,2020-02-07,0
49,33,3.0,4.0,1b-2s,Fri Feb 07 2020 19:00:00 GMT-0500 (Eastern Standard Time),,,,,47.0,34,0.0,Alex Muchnick,0,2020-02-07,0
50,34,3.0,4.0,2b-2s,Fri Feb 07 2020 19:00:00 GMT-0500 (Eastern Standard Time),,,,,35.0,35,1.0,Alex Muchnick,1,2020-02-07,0
51,35,3.0,4.0,2b-2s,Fri Feb 07 2020 19:00:00 GMT-0500 (Eastern Standard Time),,,,,19.0,36,0.0,Alex Muchnick,0,2020-02-07,0
52,36,3.0,4.0,3b-2s,Fri Feb 07 2020 19:00:00 GMT-0500 (Eastern Standard Time),,,,,32.0,37,0.0,Alex Muchnick,1,2020-02-07,0
53,37,3.0,5.0,0b-0s,Fri Feb 07 2020 19:00:00 GMT-0500 (Eastern Standard Time),,,,,46.0,38,1.0,Alex Muchnick,0,2020-02-07,0
54,38,3.0,5.0,0b-1s,Fri Feb 07 2020 19:00:00 GMT-0500 (Eastern Standard Time),,,,,29.0,39,0.0,Alex Muchnick,1,2020-02-07,0
55,39,3.0,5.0,0b-2s,Fri Feb 07 2020 19:00:00 GMT-0500 (Eastern Standard Time),,,,,11.0,40,0.0,Alex Muchnick,1,2020-02-07,0
56,40,3.0,5.0,0b-2s,Fri Feb 07 2020 19:00:00 GMT-0500 (Eastern Standard Time),,,,,42.0,41,2.0,Alex Muchnick,0,2020-02-07,0
57,41,3.0,5.0,1b-2s,Fri Feb 07 2020 19:00:00 GMT-0500 (Eastern Standard Time),,,,,44.0,42,1.0,Alex Muchnick,0,2020-02-07,0
58,42,3.0,5.0,2b-2s,Fri Feb 07 2020 19:00:00 GMT-0500 (Eastern Standard Time),,,,,26.0,43,0.0,Alex Muchnick,1,2020-02-07,0
59,0,,,,Wed Feb 12 2020 19:00:00 GMT-0500 (Eastern Standard Time),,Hit,,,26.0,1,0.0,Alex Muchnick,1,2020-02-12,0
60,1,,,,Wed Feb 12 2020 19:00:00 GMT-0500 (Eastern Standard Time),,Hit,,,26.0,2,0.0,Alex Muchnick,1,2020-02-12,0
61,2,,,,Wed Feb 12 2020 19:00:00 GMT-0500 (Eastern Standard Time),,Hit,,,27.0,3,0.0,Alex Muchnick,1,2020-02-12,0
62,3,,,,Wed Feb 12 2020 19:00:00 GMT-0500 (Eastern Standard Time),,Miss,,,26.0,4,0.0,Alex Muchnick,1,2020-02-12,0
63,4,,,,Wed Feb 12 2020 19:00:00 GMT-0500 (Eastern Standard Time),,Hit,,,26.0,5,0.0,Alex Muchnick,1,2020-02-12,0
64,5,,,,Wed Feb 12 2020 19:00:00 GMT-0500 (Eastern Standard Time),,Hit,,,21.0,6,0.0,Alex Muchnick,1,2020-02-12,0
65,6,,,,Wed Feb 12 2020 19:00:00 GMT-0500 (Eastern Standard Time),,Hit,,,46.0,7,2.0,Alex Muchnick,0,2020-02-12,0
66,7,,,,Wed Feb 12 2020 19:00:00 GMT-0500 (Eastern Standard Time),,Hit,,,47.0,8,2.0,Alex Muchnick,0,2020-02-12,0
67,8,,,,Wed Feb 12 2020 19:00:00 GMT-0500 (Eastern Standard Time),,Miss,,,25.0,9,2.0,Alex Muchnick,0,2020-02-12,0
68,9,,,,Wed Feb 12 2020 19:00:00 GMT-0500 (Eastern Standard Time),,Hit,,,26.0,10,0.0,Alex Muchnick,1,2020-02-12,0
69,10,,,,Wed Feb 12 2020 19:00:00 GMT-0500 (Eastern Standard Time),,Hit,,,38.0,11,1.0,Alex Muchnick,1,2020-02-12,0
70,11,,,,Wed Feb 12 2020 19:00:00 GMT-0500 (Eastern Standard Time),,Miss,,,31.0,12,1.0,Alex Muchnick,0,2020-02-12,0
71,12,,,,Wed Feb 12 2020 19:00:00 GMT-0500 (Eastern Standard Time),,Hit,,,38.0,13,1.0,Alex Muchnick,1,2020-02-12,0
72,13,,,,Wed Feb 12 2020 19:00:00 GMT-0500 (Eastern Standard Time),,Hit,,,40.0,14,0.0,Alex Muchnick,1,2020-02-12,0
73,14,,,,Wed Feb 12 2020 19:00:00 GMT-0500 (Eastern Standard Time),,Miss,,,45.0,15,0.0,Alex Muchnick,0,2020-02-12,0
74,15,,,,Wed Feb 12 2020 19:00:00 GMT-0500 (Eastern Standard Time),,Hit,,,22.0,16,0.0,Alex Muchnick,1,2020-02-12,0
75,16,,,,Wed Feb 12 2020 19:00:00 GMT-0500 (Eastern Standard Time),,Miss,,,47.0,17,2.0,Alex Muchnick,0,2020-02-12,0
76,17,,,,Wed Feb 12 2020 19:00:00 GMT-0500 (Eastern Standard Time),,Miss,,,44.0,18,0.0,Alex Muchnick,0,2020-02-12,0
77,18,,,,Wed Feb 12 2020 19:00:00 GMT-0500 (Eastern Standard Time),,Miss,,,45.0,19,0.0,Alex Muchnick,0,2020-02-12,0
78,19,,,,Wed Feb 12 2020 19:00:00 GMT-0500 (Eastern Standard Time),,Miss,,,6.0,20,0.0,Alex Muchnick,0,2020-02-12,0
79,20,,,,Wed Feb 12 2020 19:00:00 GMT-0500 (Eastern Standard Time),,Hit,,,28.0,21,1.0,Alex Muchnick,1,2020-02-12,0
80,21,,,,Wed Feb 12 2020 19:00:00 GMT-0500 (Eastern Standard Time),,Hit,,,23.0,22,0.0,Alex Muchnick,1,2020-02-12,0
81,22,,,,Wed Feb 12 2020 19:00:00 GMT-0500 (Eastern Standard Time),,Miss,,,44.0,23,1.0,Alex Muchnick,0,2020-02-12,0
82,23,,,,Wed Feb 12 2020 19:00:00 GMT-0500 (Eastern Standard Time),,Miss,,,18.0,24,0.0,Alex Muchnick,0,2020-02-12,0
83,24,,,,Wed Feb 12 2020 19:00:00 GMT-0500 (Eastern Standard Time),,Miss,,,19.0,25,0.0,Alex Muchnick,0,2020-02-12,0
84,25,,,,Wed Feb 12 2020 19:00:00 GMT-0500 (Eastern Standard Time),,Miss,,,44.0,26,0.0,Alex Muchnick,0,2020-02-12,0
85,26,,,,Wed Feb 12 2020 19:00:00 GMT-0500 (Eastern Standard Time),,Hit,,,26.0,27,0.0,Alex Muchnick,1,2020-02-12,0
86,0,,,,Wed Feb 05 2020 19:00:00 GMT-0500 (Eastern Standard Time),,,,,29.0,1,0.0,Brendan Shamieh,1,2020-02-05,0
87,1,,,,Wed Feb 05 2020 19:00:00 GMT-0500 (Eastern Standard Time),,,,,44.0,2,1.0,Brendan Shamieh,0,2020-02-05,0
88,2,,,,Wed Feb 05 2020 19:00:00 GMT-0500 (Eastern Standard Time),,,,,24.0,3,0.0,Brendan Shamieh,0,2020-02-05,0
89,3,,,,Wed Feb 05 2020 19:00:00 GMT-0500 (Eastern Standard Time),,,,,40.0,4,0.0,Brendan Shamieh,1,2020-02-05,0
90,4,,,,Wed Feb 05 2020 19:00:00 GMT-0500 (Eastern Standard Time),,,,,44.0,5,2.0,Brendan Shamieh,0,2020-02-05,0
91,5,,,,Wed Feb 05 2020 19:00:00 GMT-0500 (Eastern Standard Time),,,,,36.0,6,2.0,Brendan Shamieh,0,2020-02-05,0
92,6,,,,Wed Feb 05 2020 19:00:00 GMT-0500 (Eastern Standard Time),,,,,35.0,7,0.0,Brendan Shamieh,1,2020-02-05,0
93,7,,,,Wed Feb 05 2020 19:00:00 GMT-0500 (Eastern Standard Time),,,,,27.0,8,1.0,Brendan Shamieh,1,2020-02-05,0
94,8,,,,Wed Feb 05 2020 19:00:00 GMT-0500 (Eastern Standard Time),,,,,26.0,9,0.0,Brendan Shamieh,1,2020-02-05,0
95,9,,,,Wed Feb 05 2020 19:00:00 GMT-0500 (Eastern Standard Time),,,,,18.0,10,0.0,Brendan Shamieh,0,2020-02-05,0
96,10,,,,Wed Feb 05 2020 19:00:00 GMT-0500 (Eastern Standard Time),,,,,40.0,11,2.0,Brendan Shamieh,1,2020-02-05,0
97,11,,,,Wed Feb 05 2020 19:00:00 GMT-0500 (Eastern Standard Time),,,,,42.0,12,0.0,Brendan Shamieh,0,2020-02-05,0
98,12,,,,Wed Feb 05 2020 19:00:00 GMT-0500 (Eastern Standard Time),,,,,45.0,13,2.0,Brendan Shamieh,0,2020-02-05,0
99,13,,,,Wed Feb 05 2020 19:00:00 GMT-0500 (Eastern Standard Time),,,,,48.0,14,2.0,Brendan Shamieh,0,2020-02-05,0
100,14,,,,Wed Feb 05 2020 19:00:00 GMT-0500 (Eastern Standard Time),,,,,19.0,15,0.0,Brendan Shamieh,0,2020-02-05,0
101,15,,,,Wed Feb 05 2020 19:00:00 GMT-0500 (Eastern Standard Time),,,,,21.0,16,0.0,Brendan Shamieh,1,2020-02-05,0
102,16,,,,Wed Feb 05 2020 19:00:00 GMT-0500 (Eastern Standard Time),,,,,41.0,17,0.0,Brendan Shamieh,1,2020-02-05,0
103,17,,,,Wed Feb 05 2020 19:00:00 GMT-0500 (Eastern Standard Time),,,,,27.0,18,0.0,Brendan Shamieh,1,2020-02-05,0
104,18,,,,Wed Feb 05 2020 19:00:00 GMT-0500 (Eastern Standard Time),,,,,27.0,19,0.0,Brendan Shamieh,1,2020-02-05,0
105,0,1.0,1.0,0b-0s,Fri Feb 07 2020 19:00:00 GMT-0500 (Eastern Standard Time),,,,,20.0,1,0.0,Brendan Shamieh,1,2020-02-07,0
106,1,1.0,1.0,0b-1s,Fri Feb 07 2020 19:00:00 GMT-0500 (Eastern Standard Time),,,,,33.0,2,0.0,Brendan Shamieh,1,2020-02-07,0
107,2,1.0,1.0,0b-2s,Fri Feb 07 2020 19:00:00 GMT-0500 (Eastern Standard Time),,,,,44.0,3,1.0,Brendan Shamieh,0,2020-02-07,0
108,3,1.0,1.0,1b-2s,Fri Feb 07 2020 19:00:00 GMT-0500 (Eastern Standard Time),,,,,21.0,4,2.0,Brendan Shamieh,1,2020-02-07,0
109,4,1.0,2.0,0b-0s,Fri Feb 07 2020 19:00:00 GMT-0500 (Eastern Standard Time),,,,,24.0,5,0.0,Brendan Shamieh,0,2020-02-07,0
110,5,1.0,2.0,1b-0s,Fri Feb 07 2020 19:00:00 GMT-0500 (Eastern Standard Time),,,,,31.0,6,1.0,Brendan Shamieh,0,2020-02-07,0
111,6,1.0,2.0,2b-0s,Fri Feb 07 2020 19:00:00 GMT-0500 (Eastern Standard Time),,,,,14.0,7,0.0,Brendan Shamieh,1,2020-02-07,0
112,7,1.0,2.0,2b-1s,Fri Feb 07 2020 19:00:00 GMT-0500 (Eastern Standard Time),,,,,33.0,8,0.0,Brendan Shamieh,1,2020-02-07,0
113,8,1.0,3.0,0b-0s,Fri Feb 07 2020 19:00:00 GMT-0500 (Eastern Standard Time),,,,,21.0,9,2.0,Brendan Shamieh,1,2020-02-07,0
114,9,1.0,3.0,0b-1s,Fri Feb 07 2020 19:00:00 GMT-0500 (Eastern Standard Time),,,,,39.0,10,0.0,Brendan Shamieh,1,2020-02-07,0
115,10,1.0,3.0,0b-1s,Fri Feb 07 2020 19:00:00 GMT-0500 (Eastern Standard Time),,,,,31.0,11,2.0,Brendan Shamieh,0,2020-02-07,0
116,11,1.0,3.0,1b-2s,Fri Feb 07 2020 19:00:00 GMT-0500 (Eastern Standard Time),,,,,40.0,12,0.0,Brendan Shamieh,1,2020-02-07,0
117,12,1.0,4.0,0b-0s,Fri Feb 07 2020 19:00:00 GMT-0500 (Eastern Standard Time),,,,,32.0,13,0.0,Brendan Shamieh,1,2020-02-07,0
118,13,1.0,4.0,0b-1s,Fri Feb 07 2020 19:00:00 GMT-0500 (Eastern Standard Time),,,,,26.0,14,0.0,Brendan Shamieh,1,2020-02-07,0
119,14,1.0,4.0,0b-2s,Fri Feb 07 2020 19:00:00 GMT-0500 (Eastern Standard Time),,,,,43.0,15,1.0,Brendan Shamieh,0,2020-02-07,0
120,15,1.0,4.0,1b-2s,Fri Feb 07 2020 19:00:00 GMT-0500 (Eastern Standard Time),,,,,47.0,16,0.0,Brendan Shamieh,0,2020-02-07,0
121,16,1.0,4.0,2b-2s,Fri Feb 07 2020 19:00:00 GMT-0500 (Eastern Standard Time),,,,,33.0,17,0.0,Brendan Shamieh,1,2020-02-07,0
122,17,2.0,1.0,0b-0s,Fri Feb 07 2020 19:00:00 GMT-0500 (Eastern Standard Time),,,,,21.0,18,0.0,Brendan Shamieh,1,2020-02-07,0
123,18,2.0,1.0,0b-1s,Fri Feb 07 2020 19:00:00 GMT-0500 (Eastern Standard Time),,,,,28.0,19,0.0,Brendan Shamieh,1,2020-02-07,0
124,19,2.0,1.0,0b-2s,Fri Feb 07 2020 19:00:00 GMT-0500 (Eastern Standard Time),,,,,37.0,20,1.0,Brendan Shamieh,0,2020-02-07,0
125,20,2.0,1.0,1b-2s,Fri Feb 07 2020 19:00:00 GMT-0500 (Eastern Standard Time),,,,,29.0,21,0.0,Brendan Shamieh,1,2020-02-07,0
126,21,2.0,1.0,1b-2s,Fri Feb 07 2020 19:00:00 GMT-0500 (Eastern Standard Time),,,,,23.0,22,0.0,Brendan Shamieh,1,2020-02-07,0
127,22,2.0,2.0,0b-0s,Fri Feb 07 2020 19:00:00 GMT-0500 (Eastern Standard Time),,,,,21.0,23,0.0,Brendan Shamieh,1,2020-02-07,0
128,23,2.0,2.0,0b-1s,Fri Feb 07 2020 19:00:00 GMT-0500 (Eastern Standard Time),,,,,35.0,24,2.0,Brendan Shamieh,1,2020-02-07,0
129,24,2.0,2.0,0b-2s,Fri Feb 07 2020 19:00:00 GMT-0500 (Eastern Standard Time),,,,,45.0,25,2.0,Brendan Shamieh,0,2020-02-07,0
130,25,2.0,2.0,2b-2s,Fri Feb 07 2020 19:00:00 GMT-0500 (Eastern Standard Time),,,,,19.0,26,0.0,Brendan Shamieh,0,2020-02-07,0
131,26,2.0,2.0,2b-2s,Fri Feb 07 2020 19:00:00 GMT-0500 (Eastern Standard Time),,,,,35.0,27,0.0,Brendan Shamieh,1,2020-02-07,0
132,27,2.0,3.0,0b-0s,Fri Feb 07 2020 19:00:00 GMT-0500 (Eastern Standard Time),,,,,43.0,28,2.0,Brendan Shamieh,0,2020-02-07,0
133,28,2.0,3.0,1b-0s,Fri Feb 07 2020 19:00:00 GMT-0500 (Eastern Standard Time),,,,,37.0,29,0.0,Brendan Shamieh,0,2020-02-07,0
134,29,2.0,3.0,2b-0s,Fri Feb 07 2020 19:00:00 GMT-0500 (Eastern Standard Time),,,,,39.0,30,2.0,Brendan Shamieh,1,2020-02-07,0
135,30,2.0,3.0,2b-1s,Fri Feb 07 2020 19:00:00 GMT-0500 (Eastern Standard Time),,,,,43.0,31,2.0,Brendan Shamieh,0,2020-02-07,0
136,31,2.0,3.0,3b-1s,Fri Feb 07 2020 19:00:00 GMT-0500 (Eastern Standard Time),,,,,23.0,32,0.0,Brendan Shamieh,1,2020-02-07,0
137,32,2.0,3.0,3b-2s,Fri Feb 07 2020 19:00:00 GMT-0500 (Eastern Standard Time),,,,,28.0,33,1.0,Brendan Shamieh,1,2020-02-07,0
138,33,3.0,1.0,0b-0s,Fri Feb 07 2020 19:00:00 GMT-0500 (Eastern Standard Time),,,,,16.0,34,0.0,Brendan Shamieh,1,2020-02-07,0
139,34,3.0,2.0,0b-0s,Fri Feb 07 2020 19:00:00 GMT-0500 (Eastern Standard Time),,,,,26.0,35,1.0,Brendan Shamieh,1,2020-02-07,0
140,35,3.0,2.0,0b-1s,Fri Feb 07 2020 19:00:00 GMT-0500 (Eastern Standard Time),,,,,31.0,36,0.0,Brendan Shamieh,0,2020-02-07,0
141,36,3.0,2.0,1b-1s,Fri Feb 07 2020 19:00:00 GMT-0500 (Eastern Standard Time),,,,,43.0,37,1.0,Brendan Shamieh,0,2020-02-07,0
142,37,3.0,2.0,2b-1s,Fri Feb 07 2020 19:00:00 GMT-0500 (Eastern Standard Time),,,,,20.0,38,2.0,Brendan Shamieh,1,2020-02-07,0
143,38,3.0,2.0,2b-2s,Fri Feb 07 2020 19:00:00 GMT-0500 (Eastern Standard Time),,,,,23.0,39,0.0,Brendan Shamieh,1,2020-02-07,0
144,39,3.0,3.0,0b-0s,Fri Feb 07 2020 19:00:00 GMT-0500 (Eastern Standard Time),,,,,35.0,40,2.0,Brendan Shamieh,1,2020-02-07,0
145,40,3.0,3.0,0b-1s,Fri Feb 07 2020 19:00:00 GMT-0500 (Eastern Standard Time),,,,,29.0,41,0.0,Brendan Shamieh,1,2020-02-07,0
146,41,3.0,3.0,0b-2s,Fri Feb 07 2020 19:00:00 GMT-0500 (Eastern Standard Time),,,,,39.0,42,2.0,Brendan Shamieh,1,2020-02-07,0
147,42,3.0,3.0,0b-2s,Fri Feb 07 2020 19:00:00 GMT-0500 (Eastern Standard Time),,,,,3.0,43,0.0,Brendan Shamieh,0,2020-02-07,0
148,43,3.0,3.0,1b-2s,Fri Feb 07 2020 19:00:00 GMT-0500 (Eastern Standard Time),,,,,8.0,44,0.0,Brendan Shamieh,0,2020-02-07,0
149,44,3.0,3.0,1b-2s,Fri Feb 07 2020 19:00:00 GMT-0500 (Eastern Standard Time),,,,,44.0,45,1.0,Brendan Shamieh,0,2020-02-07,0
150,45,3.0,3.0,2b-2s,Fri Feb 07 2020 19:00:00 GMT-0500 (Eastern Standard Time),,,,,14.0,46,0.0,Brendan Shamieh,1,2020-02-07,0
151,46,3.0,4.0,0b-0s,Fri Feb 07 2020 19:00:00 GMT-0500 (Eastern Standard Time),,,,,13.0,47,0.0,Brendan Shamieh,0,2020-02-07,0
152,47,3.0,4.0,0b-1s,Fri Feb 07 2020 19:00:00 GMT-0500 (Eastern Standard Time),,,,,24.0,48,1.0,Brendan Shamieh,0,2020-02-07,0
153,48,3.0,4.0,1b-1s,Fri Feb 07 2020 19:00:00 GMT-0500 (Eastern Standard Time),,,,,29.0,49,1.0,Brendan Shamieh,1,2020-02-07,0
154,49,3.0,4.0,1b-2s,Fri Feb 07 2020 19:00:00 GMT-0500 (Eastern Standard Time),,,,,23.0,50,0.0,Brendan Shamieh,1,2020-02-07,0
155,50,4.0,1.0,0b-0s,Fri Feb 07 2020 19:00:00 GMT-0500 (Eastern Standard Time),,,,,24.0,51,1.0,Brendan Shamieh,0,2020-02-07,0
156,51,4.0,1.0,1b-0s,Fri Feb 07 2020 19:00:00 GMT-0500 (Eastern Standard Time),,,,,38.0,52,2.0,Brendan Shamieh,1,2020-02-07,0
157,52,4.0,1.0,1b-1s,Fri Feb 07 2020 19:00:00 GMT-0500 (Eastern Standard Time),,,,,29.0,53,0.0,Brendan Shamieh,1,2020-02-07,0
158,53,4.0,1.0,1b-2s,Fri Feb 07 2020 19:00:00 GMT-0500 (Eastern Standard Time),,,,,8.0,54,0.0,Brendan Shamieh,0,2020-02-07,0
159,54,4.0,1.0,1b-2s,Fri Feb 07 2020 19:00:00 GMT-0500 (Eastern Standard Time),,,,,20.0,55,0.0,Brendan Shamieh,1,2020-02-07,0
160,55,4.0,1.0,1b-2s,Fri Feb 07 2020 19:00:00 GMT-0500 (Eastern Standard Time),,,,,37.0,56,1.0,Brendan Shamieh,0,2020-02-07,0
161,56,4.0,1.0,2b-2s,Fri Feb 07 2020 19:00:00 GMT-0500 (Eastern Standard Time),,,,,11.0,57,0.0,Brendan Shamieh,1,2020-02-07,0
162,57,4.0,1.0,2b-2s,Fri Feb 07 2020 19:00:00 GMT-0500 (Eastern Standard Time),,,,,40.0,58,1.0,Brendan Shamieh,1,2020-02-07,0
