,pitch_number,pitcher_name,date,live,inning,pitch_location,batter_number,count,executed,hit_miss,pitch_type,notes,date_converted
0,1.0,Alex Muchnick,Fri Feb 14 2020 19:00:00 GMT-0500 (Eastern Standard Time),,1.0,47.0,1.0,0b-0s,,,0,,2020-02-14
1,2.0,Alex Muchnick,Fri Feb 14 2020 19:00:00 GMT-0500 (Eastern Standard Time),,1.0,34.0,1.0,1b-0s,,,2,,2020-02-14
2,3.0,Alex Muchnick,Fri Feb 14 2020 19:00:00 GMT-0500 (Eastern Standard Time),,1.0,45.0,2.0,0b-0s,,,2,,2020-02-14
3,4.0,Alex Muchnick,Fri Feb 14 2020 19:00:00 GMT-0500 (Eastern Standard Time),,1.0,37.0,2.0,1b-0s,,,2,,2020-02-14
4,5.0,Alex Muchnick,Fri Feb 14 2020 19:00:00 GMT-0500 (Eastern Standard Time),,1.0,34.0,2.0,2b-0s,,,0,,2020-02-14
5,6.0,Alex Muchnick,Fri Feb 14 2020 19:00:00 GMT-0500 (Eastern Standard Time),,1.0,45.0,2.0,2b-1s,,,0,,2020-02-14
6,7.0,Alex Muchnick,Fri Feb 14 2020 19:00:00 GMT-0500 (Eastern Standard Time),,1.0,29.0,2.0,3b-1s,,,0,,2020-02-14
7,8.0,Alex Muchnick,Fri Feb 14 2020 19:00:00 GMT-0500 (Eastern Standard Time),,1.0,18.0,3.0,0b-0s,,,1,,2020-02-14
8,9.0,Alex Muchnick,Fri Feb 14 2020 19:00:00 GMT-0500 (Eastern Standard Time),,1.0,,3.0,1b-0s,,,0,,2020-02-14
9,10.0,Alex Muchnick,Fri Feb 14 2020 19:00:00 GMT-0500 (Eastern Standard Time),,1.0,27.0,3.0,1b-0s,,,0,,2020-02-14
0,11.0,Alex Muchnick,Fri Feb 14 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,2.0,44.0,1.0,0b-0s,,,0,,2020-02-14
1,12.0,Alex Muchnick,Fri Feb 14 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,2.0,12.0,1.0,1b-0s,,,0,,2020-02-14
2,13.0,Alex Muchnick,Fri Feb 14 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,2.0,32.0,1.0,2b-0s,,,0,,2020-02-14
3,14.0,Alex Muchnick,Fri Feb 14 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,2.0,44.0,1.0,3b-1s,,,1,,2020-02-14
4,15.0,Alex Muchnick,Fri Feb 14 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,2.0,44.0,1.0,3b-2s,,,0,,2020-02-14
5,16.0,Alex Muchnick,Fri Feb 14 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,2.0,6.0,2.0,0b-0s,,,0,,2020-02-14
6,17.0,Alex Muchnick,Fri Feb 14 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,2.0,36.0,2.0,1b-0s,,,1,,2020-02-14
7,18.0,Alex Muchnick,Fri Feb 14 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,2.0,24.0,2.0,2b-0s,,,0,,2020-02-14
8,19.0,Alex Muchnick,Fri Feb 14 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,2.0,45.0,2.0,3b-0s,,,2,,2020-02-14
9,20.0,Alex Muchnick,Fri Feb 14 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,2.0,31.0,3.0,0b-0s,,,2,,2020-02-14
10,21.0,Alex Muchnick,Fri Feb 14 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,2.0,25.0,3.0,1b-0s,,,0,,2020-02-14
11,22.0,Alex Muchnick,Fri Feb 14 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,2.0,25.0,3.0,2b-0s,,,0,,2020-02-14
12,23.0,Alex Muchnick,Fri Feb 14 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,2.0,16.0,3.0,3b-0s,,,0,,2020-02-14
13,24.0,Alex Muchnick,Fri Feb 14 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,2.0,40.0,4.0,0b-0s,,,1,,2020-02-14
14,25.0,Alex Muchnick,Fri Feb 14 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,2.0,20.0,4.0,0b-1s,,,0,,2020-02-14
15,26.0,Alex Muchnick,Fri Feb 14 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,2.0,21.0,4.0,0b-2s,,,2,,2020-02-14
16,27.0,Alex Muchnick,Fri Feb 14 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,2.0,45.0,4.0,1b-2s,,,1,,2020-02-14
17,28.0,Alex Muchnick,Fri Feb 14 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,2.0,40.0,5.0,0b-0s,,,0,,2020-02-14
18,29.0,Alex Muchnick,Fri Feb 14 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,2.0,45.0,5.0,0b-1s,,,1,,2020-02-14
19,30.0,Alex Muchnick,Fri Feb 14 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,2.0,45.0,5.0,1b-1s,,,1,,2020-02-14
20,31.0,Alex Muchnick,Fri Feb 14 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,2.0,43.0,5.0,1b-2s,,,1,,2020-02-14
21,32.0,Alex Muchnick,Fri Feb 14 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,2.0,21.0,5.0,1b-2s,,,0,,2020-02-14
0,33.0,Alex Muchnick,Fri Feb 14 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,3.0,17.0,1.0,0b-0s,,,0,,2020-02-14
1,34.0,Alex Muchnick,Fri Feb 14 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,3.0,39.0,1.0,0b-1s,,,2,,2020-02-14
2,35.0,Alex Muchnick,Fri Feb 14 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,3.0,44.0,1.0,0b-2s,,,2,,2020-02-14
3,36.0,Alex Muchnick,Fri Feb 14 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,3.0,37.0,1.0,1b-2s,,,0,,2020-02-14
4,37.0,Alex Muchnick,Fri Feb 14 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,3.0,15.0,2.0,0b-0s,,,0,,2020-02-14
5,38.0,Alex Muchnick,Fri Feb 14 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,3.0,32.0,2.0,0b-1s,,,0,,2020-02-14
6,39.0,Alex Muchnick,Fri Feb 14 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,3.0,40.0,2.0,0b-2s,,,1,,2020-02-14
7,40.0,Alex Muchnick,Fri Feb 14 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,3.0,20.0,3.0,0b-0s,,,0,,2020-02-14
8,41.0,Alex Muchnick,Fri Feb 14 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,3.0,33.0,3.0,0b-1s,,,0,,2020-02-14
9,42.0,Alex Muchnick,Fri Feb 14 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,3.0,38.0,3.0,0b-2s,,,1,,2020-02-14
0,1.0,Alex Muchnick,Tue Feb 18 2020 19:00:00 GMT-0500 (Eastern Standard Time),0.0,,22.0,,,,Hit,0,,2020-02-18
1,2.0,Alex Muchnick,Tue Feb 18 2020 19:00:00 GMT-0500 (Eastern Standard Time),0.0,,34.0,,,,Hit,0,,2020-02-18
2,3.0,Alex Muchnick,Tue Feb 18 2020 19:00:00 GMT-0500 (Eastern Standard Time),0.0,,41.0,,,,Hit,0,,2020-02-18
3,4.0,Alex Muchnick,Tue Feb 18 2020 19:00:00 GMT-0500 (Eastern Standard Time),0.0,,4.0,,,,Miss,0,,2020-02-18
4,5.0,Alex Muchnick,Tue Feb 18 2020 19:00:00 GMT-0500 (Eastern Standard Time),0.0,,20.0,,,,Hit,1,,2020-02-18
5,6.0,Alex Muchnick,Tue Feb 18 2020 19:00:00 GMT-0500 (Eastern Standard Time),0.0,,38.0,,,,Hit,1,,2020-02-18
6,7.0,Alex Muchnick,Tue Feb 18 2020 19:00:00 GMT-0500 (Eastern Standard Time),0.0,,30.0,,,,Miss,0,,2020-02-18
7,8.0,Alex Muchnick,Tue Feb 18 2020 19:00:00 GMT-0500 (Eastern Standard Time),0.0,,12.0,,,,Miss,2,,2020-02-18
8,9.0,Alex Muchnick,Tue Feb 18 2020 19:00:00 GMT-0500 (Eastern Standard Time),0.0,,16.0,,,,Miss,2,,2020-02-18
9,10.0,Alex Muchnick,Tue Feb 18 2020 19:00:00 GMT-0500 (Eastern Standard Time),0.0,,35.0,,,,Hit,2,,2020-02-18
10,11.0,Alex Muchnick,Tue Feb 18 2020 19:00:00 GMT-0500 (Eastern Standard Time),0.0,,23.0,,,,Hit,2,,2020-02-18
11,12.0,Alex Muchnick,Tue Feb 18 2020 19:00:00 GMT-0500 (Eastern Standard Time),0.0,,28.0,,,,Hit,0,,2020-02-18
12,13.0,Alex Muchnick,Tue Feb 18 2020 19:00:00 GMT-0500 (Eastern Standard Time),0.0,,44.0,,,,Hit,1,,2020-02-18
13,14.0,Alex Muchnick,Tue Feb 18 2020 19:00:00 GMT-0500 (Eastern Standard Time),0.0,,46.0,,,,Hit,1,,2020-02-18
14,15.0,Alex Muchnick,Tue Feb 18 2020 19:00:00 GMT-0500 (Eastern Standard Time),0.0,,44.0,,,,Hit,1,,2020-02-18
15,16.0,Alex Muchnick,Tue Feb 18 2020 19:00:00 GMT-0500 (Eastern Standard Time),0.0,,40.0,,,,Hit,1,,2020-02-18
16,17.0,Alex Muchnick,Tue Feb 18 2020 19:00:00 GMT-0500 (Eastern Standard Time),0.0,,24.0,,,,Miss,0,,2020-02-18
17,18.0,Alex Muchnick,Tue Feb 18 2020 19:00:00 GMT-0500 (Eastern Standard Time),0.0,,29.0,,,,Hit,0,,2020-02-18
18,19.0,Alex Muchnick,Tue Feb 18 2020 19:00:00 GMT-0500 (Eastern Standard Time),0.0,,28.0,,,,Hit,0,,2020-02-18
19,20.0,Alex Muchnick,Tue Feb 18 2020 19:00:00 GMT-0500 (Eastern Standard Time),0.0,,28.0,,,,Hit,1,,2020-02-18
20,21.0,Alex Muchnick,Tue Feb 18 2020 19:00:00 GMT-0500 (Eastern Standard Time),0.0,,17.0,,,,Hit,0,,2020-02-18
21,22.0,Alex Muchnick,Tue Feb 18 2020 19:00:00 GMT-0500 (Eastern Standard Time),0.0,,29.0,,,,Miss,0,,2020-02-18
22,23.0,Alex Muchnick,Tue Feb 18 2020 19:00:00 GMT-0500 (Eastern Standard Time),0.0,,30.0,,,,Miss,0,,2020-02-18
23,24.0,Alex Muchnick,Tue Feb 18 2020 19:00:00 GMT-0500 (Eastern Standard Time),0.0,,10.0,,,,Miss,0,,2020-02-18
24,25.0,Alex Muchnick,Tue Feb 18 2020 19:00:00 GMT-0500 (Eastern Standard Time),0.0,,40.0,,,,Hit,0,,2020-02-18
25,26.0,Alex Muchnick,Tue Feb 18 2020 19:00:00 GMT-0500 (Eastern Standard Time),0.0,,46.0,,,,Miss,1,,2020-02-18
26,27.0,Alex Muchnick,Tue Feb 18 2020 19:00:00 GMT-0500 (Eastern Standard Time),0.0,,45.0,,,,Hit,1,,2020-02-18
27,28.0,Alex Muchnick,Tue Feb 18 2020 19:00:00 GMT-0500 (Eastern Standard Time),0.0,,34.0,,,,Hit,2,,2020-02-18
28,29.0,Alex Muchnick,Tue Feb 18 2020 19:00:00 GMT-0500 (Eastern Standard Time),0.0,,36.0,,,,Miss,2,,2020-02-18
29,30.0,Alex Muchnick,Tue Feb 18 2020 19:00:00 GMT-0500 (Eastern Standard Time),0.0,,28.0,,,,Hit,0,,2020-02-18
0,1.0,Alex Muchnick,Tue Feb 25 2020 19:00:00 GMT-0500 (Eastern Standard Time),0.0,0.0,29.0,,,,Hit,0,,2020-02-25
1,2.0,Alex Muchnick,Tue Feb 25 2020 19:00:00 GMT-0500 (Eastern Standard Time),0.0,0.0,32.0,,,,Hit,0,,2020-02-25
2,3.0,Alex Muchnick,Tue Feb 25 2020 19:00:00 GMT-0500 (Eastern Standard Time),0.0,0.0,22.0,,,,Hit,0,,2020-02-25
3,4.0,Alex Muchnick,Tue Feb 25 2020 19:00:00 GMT-0500 (Eastern Standard Time),0.0,0.0,24.0,,,,Miss,0,,2020-02-25
4,5.0,Alex Muchnick,Tue Feb 25 2020 19:00:00 GMT-0500 (Eastern Standard Time),0.0,0.0,23.0,,,,Hit,0,,2020-02-25
5,6.0,Alex Muchnick,Tue Feb 25 2020 19:00:00 GMT-0500 (Eastern Standard Time),0.0,0.0,27.0,,,,Hit,0,,2020-02-25
6,7.0,Alex Muchnick,Tue Feb 25 2020 19:00:00 GMT-0500 (Eastern Standard Time),0.0,0.0,31.0,,,,Hit,0,,2020-02-25
7,8.0,Alex Muchnick,Tue Feb 25 2020 19:00:00 GMT-0500 (Eastern Standard Time),0.0,0.0,32.0,,,,Hit,0,,2020-02-25
8,9.0,Alex Muchnick,Tue Feb 25 2020 19:00:00 GMT-0500 (Eastern Standard Time),0.0,0.0,18.0,,,,Miss,2,,2020-02-25
9,10.0,Alex Muchnick,Tue Feb 25 2020 19:00:00 GMT-0500 (Eastern Standard Time),0.0,0.0,35.0,,,,Hit,2,,2020-02-25
10,11.0,Alex Muchnick,Tue Feb 25 2020 19:00:00 GMT-0500 (Eastern Standard Time),0.0,0.0,44.0,,,,Miss,2,,2020-02-25
11,12.0,Alex Muchnick,Tue Feb 25 2020 19:00:00 GMT-0500 (Eastern Standard Time),0.0,0.0,13.0,,,,Miss,2,,2020-02-25
12,13.0,Alex Muchnick,Tue Feb 25 2020 19:00:00 GMT-0500 (Eastern Standard Time),0.0,0.0,2.0,,,,Miss,2,,2020-02-25
13,14.0,Alex Muchnick,Tue Feb 25 2020 19:00:00 GMT-0500 (Eastern Standard Time),0.0,0.0,33.0,,,,Hit,2,,2020-02-25
14,15.0,Alex Muchnick,Tue Feb 25 2020 19:00:00 GMT-0500 (Eastern Standard Time),0.0,0.0,43.0,,,,Miss,2,,2020-02-25
15,16.0,Alex Muchnick,Tue Feb 25 2020 19:00:00 GMT-0500 (Eastern Standard Time),0.0,0.0,27.0,,,,Hit,1,,2020-02-25
16,17.0,Alex Muchnick,Tue Feb 25 2020 19:00:00 GMT-0500 (Eastern Standard Time),0.0,0.0,32.0,,,,Hit,1,,2020-02-25
17,18.0,Alex Muchnick,Tue Feb 25 2020 19:00:00 GMT-0500 (Eastern Standard Time),0.0,0.0,38.0,,,,Hit,1,,2020-02-25
18,19.0,Alex Muchnick,Tue Feb 25 2020 19:00:00 GMT-0500 (Eastern Standard Time),0.0,0.0,44.0,,,,Hit,1,,2020-02-25
19,20.0,Alex Muchnick,Tue Feb 25 2020 19:00:00 GMT-0500 (Eastern Standard Time),0.0,0.0,39.0,,,,Hit,1,,2020-02-25
20,21.0,Alex Muchnick,Tue Feb 25 2020 19:00:00 GMT-0500 (Eastern Standard Time),0.0,0.0,22.0,,,,Miss,0,,2020-02-25
21,22.0,Alex Muchnick,Tue Feb 25 2020 19:00:00 GMT-0500 (Eastern Standard Time),0.0,0.0,20.0,,,,Hit,0,,2020-02-25
22,23.0,Alex Muchnick,Tue Feb 25 2020 19:00:00 GMT-0500 (Eastern Standard Time),0.0,0.0,34.0,,,,Hit,2,,2020-02-25
23,24.0,Alex Muchnick,Tue Feb 25 2020 19:00:00 GMT-0500 (Eastern Standard Time),0.0,0.0,43.0,,,,Miss,1,,2020-02-25
24,25.0,Alex Muchnick,Tue Feb 25 2020 19:00:00 GMT-0500 (Eastern Standard Time),0.0,0.0,26.0,,,,Hit,0,,2020-02-25
0,1.0,Alex Muchnick,Fri Feb 28 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,1.0,41.0,1.0,0b-0s,,,0,,2020-02-28
1,2.0,Alex Muchnick,Fri Feb 28 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,1.0,47.0,1.0,0b-1s,,,1,,2020-02-28
2,3.0,Alex Muchnick,Fri Feb 28 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,1.0,35.0,1.0,1b-1s,,,0,,2020-02-28
3,4.0,Alex Muchnick,Fri Feb 28 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,1.0,24.0,1.0,1b-2s,,,1,,2020-02-28
4,5.0,Alex Muchnick,Fri Feb 28 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,1.0,23.0,2.0,0b-0s,,,0,,2020-02-28
5,6.0,Alex Muchnick,Fri Feb 28 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,1.0,18.0,3.0,0b-0s,,,0,,2020-02-28
6,7.0,Alex Muchnick,Fri Feb 28 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,1.0,13.0,3.0,1b-0s,,,0,,2020-02-28
7,8.0,Alex Muchnick,Fri Feb 28 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,1.0,27.0,3.0,2b-0s,,,0,,2020-02-28
8,9.0,Alex Muchnick,Fri Feb 28 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,1.0,43.0,3.0,3b-0s,,,0,,2020-02-28
9,10.0,Alex Muchnick,Fri Feb 28 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,1.0,22.0,4.0,0b-0s,,,0,,2020-02-28
10,11.0,Alex Muchnick,Fri Feb 28 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,1.0,23.0,4.0,0b-1s,,,0,,2020-02-28
11,12.0,Alex Muchnick,Fri Feb 28 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,1.0,40.0,5.0,0b-0s,,,0,,2020-02-28
12,13.0,Alex Muchnick,Fri Feb 28 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,1.0,36.0,5.0,0b-1s,,,1,,2020-02-28
13,14.0,Alex Muchnick,Fri Feb 28 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,1.0,46.0,5.0,1b-1s,,,1,,2020-02-28
14,15.0,Alex Muchnick,Fri Feb 28 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,1.0,27.0,5.0,2b-1s,,,0,,2020-02-28
15,16.0,Alex Muchnick,Fri Feb 28 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,1.0,37.0,5.0,2b-2s,,,0,,2020-02-28
16,17.0,Alex Muchnick,Fri Feb 28 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,1.0,15.0,5.0,3b-2s,,,2,,2020-02-28
17,18.0,Alex Muchnick,Fri Feb 28 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,1.0,36.0,6.0,0b-0s,,,0,,2020-02-28
18,19.0,Alex Muchnick,Fri Feb 28 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,1.0,30.0,6.0,1b-0s,,,0,,2020-02-28
19,20.0,Alex Muchnick,Fri Feb 28 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,1.0,47.0,6.0,2b-0s,,,0,,2020-02-28
20,21.0,Alex Muchnick,Fri Feb 28 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,1.0,15.0,6.0,3b-0s,,,2,,2020-02-28
21,22.0,Alex Muchnick,Fri Feb 28 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,1.0,44.0,6.0,3b-1s,,,0,,2020-02-28
22,23.0,Alex Muchnick,Fri Feb 28 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,1.0,37.0,7.0,0b-0s,,,2,,2020-02-28
23,24.0,Alex Muchnick,Fri Feb 28 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,1.0,3.0,7.0,1b-0s,,,0,,2020-02-28
24,25.0,Alex Muchnick,Fri Feb 28 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,1.0,33.0,7.0,2b-0s,,,0,,2020-02-28
25,26.0,Alex Muchnick,Fri Feb 28 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,1.0,42.0,7.0,2b-1s,,,1,,2020-02-28
26,27.0,Alex Muchnick,Fri Feb 28 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,1.0,27.0,7.0,3b-1s,,,0,,2020-02-28
27,28.0,Alex Muchnick,Fri Feb 28 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,2.0,20.0,1.0,0b-0s,,,0,,2020-02-28
28,29.0,Alex Muchnick,Fri Feb 28 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,2.0,31.0,1.0,0b-1s,,,0,,2020-02-28
29,30.0,Alex Muchnick,Fri Feb 28 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,2.0,12.0,1.0,1b-1s,,,0,,2020-02-28
30,31.0,Alex Muchnick,Fri Feb 28 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,2.0,26.0,1.0,2b-1s,,,0,,2020-02-28
31,32.0,Alex Muchnick,Fri Feb 28 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,2.0,39.0,1.0,2b-2s,,,0,,2020-02-28
32,33.0,Alex Muchnick,Fri Feb 28 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,2.0,26.0,2.0,0b-0s,,,2,,2020-02-28
33,34.0,Alex Muchnick,Fri Feb 28 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,2.0,33.0,2.0,0b-1s,,,0,,2020-02-28
34,35.0,Alex Muchnick,Fri Feb 28 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,2.0,45.0,2.0,0b-2s,,,1,,2020-02-28
35,36.0,Alex Muchnick,Fri Feb 28 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,2.0,47.0,2.0,1b-2s,,,1,,2020-02-28
36,37.0,Alex Muchnick,Fri Feb 28 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,2.0,29.0,3.0,0b-0s,,,1,,2020-02-28
37,38.0,Alex Muchnick,Fri Feb 28 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,2.0,23.0,3.0,0b-1s,,,1,,2020-02-28
38,39.0,Alex Muchnick,Fri Feb 28 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,2.0,24.0,3.0,0b-2s,,,1,,2020-02-28
39,40.0,Alex Muchnick,Fri Feb 28 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,3.0,34.0,1.0,0b-0s,,,0,,2020-02-28
40,41.0,Alex Muchnick,Fri Feb 28 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,3.0,14.0,2.0,0b-0s,,,0,,2020-02-28
41,42.0,Alex Muchnick,Fri Feb 28 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,3.0,23.0,2.0,0b-1s,,,0,,2020-02-28
42,43.0,Alex Muchnick,Fri Feb 28 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,3.0,14.0,2.0,0b-2s,,,0,,2020-02-28
43,44.0,Alex Muchnick,Fri Feb 28 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,3.0,37.0,2.0,0b-2s,,,2,,2020-02-28
44,45.0,Alex Muchnick,Fri Feb 28 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,3.0,23.0,2.0,0b-2s,,,1,,2020-02-28
45,46.0,Alex Muchnick,Fri Feb 28 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,3.0,11.0,3.0,0b-0s,,,1,,2020-02-28
46,47.0,Alex Muchnick,Fri Feb 28 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,3.0,42.0,3.0,1b-1s,,,1,,2020-02-28
47,48.0,Alex Muchnick,Fri Feb 28 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,3.0,29.0,3.0,1b-1s,,,0,,2020-02-28
48,49.0,Alex Muchnick,Fri Feb 28 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,3.0,48.0,3.0,1b-2s,,,1,,2020-02-28
49,50.0,Alex Muchnick,Fri Feb 28 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,3.0,39.0,3.0,2b-2s,,,1,,2020-02-28
50,51.0,Alex Muchnick,Fri Feb 28 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,3.0,26.0,3.0,3b-2s,,,0,,2020-02-28
51,52.0,Alex Muchnick,Fri Feb 28 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,3.0,47.0,4.0,0b-0s,,,1,,2020-02-28
52,53.0,Alex Muchnick,Fri Feb 28 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,3.0,16.0,4.0,1b-0s,,,0,,2020-02-28
53,54.0,Alex Muchnick,Fri Feb 28 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,3.0,33.0,4.0,1b-1s,,,0,,2020-02-28
0,1.0,Brendan Shamieh,Thu Jan 09 2020 19:00:00 GMT-0500 (Eastern Standard Time),0.0,,38.0,,,,,0,,2020-01-09
1,2.0,Brendan Shamieh,Thu Jan 09 2020 19:00:00 GMT-0500 (Eastern Standard Time),0.0,,26.0,,,,,0,,2020-01-09
2,3.0,Brendan Shamieh,Thu Jan 09 2020 19:00:00 GMT-0500 (Eastern Standard Time),0.0,,24.0,,,,,0,,2020-01-09
3,4.0,Brendan Shamieh,Thu Jan 09 2020 19:00:00 GMT-0500 (Eastern Standard Time),0.0,,29.0,,,,,0,,2020-01-09
4,5.0,Brendan Shamieh,Thu Jan 09 2020 19:00:00 GMT-0500 (Eastern Standard Time),0.0,,40.0,,,,,2,,2020-01-09
5,6.0,Brendan Shamieh,Thu Jan 09 2020 19:00:00 GMT-0500 (Eastern Standard Time),0.0,,48.0,,,,,2,,2020-01-09
6,7.0,Brendan Shamieh,Thu Jan 09 2020 19:00:00 GMT-0500 (Eastern Standard Time),0.0,,43.0,,,,,0,,2020-01-09
7,8.0,Brendan Shamieh,Thu Jan 09 2020 19:00:00 GMT-0500 (Eastern Standard Time),0.0,,37.0,,,,,0,,2020-01-09
8,9.0,Brendan Shamieh,Thu Jan 09 2020 19:00:00 GMT-0500 (Eastern Standard Time),0.0,,20.0,,,,,0,,2020-01-09
9,10.0,Brendan Shamieh,Thu Jan 09 2020 19:00:00 GMT-0500 (Eastern Standard Time),0.0,,39.0,,,,,2,,2020-01-09
10,11.0,Brendan Shamieh,Thu Jan 09 2020 19:00:00 GMT-0500 (Eastern Standard Time),0.0,,11.0,,,,,0,,2020-01-09
11,12.0,Brendan Shamieh,Thu Jan 09 2020 19:00:00 GMT-0500 (Eastern Standard Time),0.0,,24.0,,,,,0,,2020-01-09
12,13.0,Brendan Shamieh,Thu Jan 09 2020 19:00:00 GMT-0500 (Eastern Standard Time),0.0,,39.0,,,,,0,,2020-01-09
13,14.0,Brendan Shamieh,Thu Jan 09 2020 19:00:00 GMT-0500 (Eastern Standard Time),0.0,,32.0,,,,,0,,2020-01-09
14,15.0,Brendan Shamieh,Thu Jan 09 2020 19:00:00 GMT-0500 (Eastern Standard Time),0.0,,35.0,,,,,2,,2020-01-09
15,16.0,Brendan Shamieh,Thu Jan 09 2020 19:00:00 GMT-0500 (Eastern Standard Time),0.0,,35.0,,,,,2,,2020-01-09
16,17.0,Brendan Shamieh,Thu Jan 09 2020 19:00:00 GMT-0500 (Eastern Standard Time),0.0,,33.0,,,,,1,,2020-01-09
17,18.0,Brendan Shamieh,Thu Jan 09 2020 19:00:00 GMT-0500 (Eastern Standard Time),0.0,,33.0,,,,,0,,2020-01-09
18,19.0,Brendan Shamieh,Thu Jan 09 2020 19:00:00 GMT-0500 (Eastern Standard Time),0.0,,44.0,,,,,0,,2020-01-09
19,20.0,Brendan Shamieh,Thu Jan 09 2020 19:00:00 GMT-0500 (Eastern Standard Time),0.0,,43.0,,,,,0,,2020-01-09
