,pitch_number,pitcher_name,date,live,inning,pitch_location,batter_number,count,executed,hit_miss,pitch_type,notes,date_converted
3,4.0,Nathan Slenska,Tue Feb 18 2020 19:00:00 GMT-0500 (Eastern Standard Time),0.0,,41.0,,,,Hit,2,,2020-02-18
4,5.0,Nathan Slenska,Tue Feb 18 2020 19:00:00 GMT-0500 (Eastern Standard Time),0.0,,15.0,,,,Miss,2,,2020-02-18
5,6.0,Nathan Slenska,Tue Feb 18 2020 19:00:00 GMT-0500 (Eastern Standard Time),0.0,,31.0,,,,Miss,1,,2020-02-18
6,7.0,Nathan Slenska,Tue Feb 18 2020 19:00:00 GMT-0500 (Eastern Standard Time),0.0,,21.0,,,,Hit,1,,2020-02-18
7,8.0,Nathan Slenska,Tue Feb 18 2020 19:00:00 GMT-0500 (Eastern Standard Time),0.0,,22.0,,,,Hit,1,,2020-02-18
8,9.0,Nathan Slenska,Tue Feb 18 2020 19:00:00 GMT-0500 (Eastern Standard Time),0.0,,31.0,,,,Miss,1,,2020-02-18
9,10.0,Nathan Slenska,Tue Feb 18 2020 19:00:00 GMT-0500 (Eastern Standard Time),0.0,,39.0,,,,Hit,1,,2020-02-18
10,11.0,Nathan Slenska,Tue Feb 18 2020 19:00:00 GMT-0500 (Eastern Standard Time),0.0,,18.0,,,,Miss,1,,2020-02-18
11,12.0,Nathan Slenska,Tue Feb 18 2020 19:00:00 GMT-0500 (Eastern Standard Time),0.0,,32.0,,,,Hit,0,,2020-02-18
12,13.0,Nathan Slenska,Tue Feb 18 2020 19:00:00 GMT-0500 (Eastern Standard Time),0.0,,32.0,,,,Hit,0,,2020-02-18
13,14.0,Nathan Slenska,Tue Feb 18 2020 19:00:00 GMT-0500 (Eastern Standard Time),0.0,,38.0,,,,Hit,0,,2020-02-18
14,15.0,Nathan Slenska,Tue Feb 18 2020 19:00:00 GMT-0500 (Eastern Standard Time),0.0,,24.0,,,,Miss,2,,2020-02-18
15,16.0,Nathan Slenska,Tue Feb 18 2020 19:00:00 GMT-0500 (Eastern Standard Time),0.0,,27.0,,,,Hit,0,,2020-02-18
16,17.0,Nathan Slenska,Tue Feb 18 2020 19:00:00 GMT-0500 (Eastern Standard Time),0.0,,39.0,,,,Hit,2,,2020-02-18
17,18.0,Nathan Slenska,Tue Feb 18 2020 19:00:00 GMT-0500 (Eastern Standard Time),0.0,,22.0,,,,Hit,2,,2020-02-18
18,19.0,Nathan Slenska,Tue Feb 18 2020 19:00:00 GMT-0500 (Eastern Standard Time),0.0,,,,,,Miss,1,,2020-02-18
19,20.0,Nathan Slenska,Tue Feb 18 2020 19:00:00 GMT-0500 (Eastern Standard Time),0.0,,43.0,,,,Miss,1,,2020-02-18
20,21.0,Nathan Slenska,Tue Feb 18 2020 19:00:00 GMT-0500 (Eastern Standard Time),0.0,,31.0,,,,Hit,1,,2020-02-18
21,22.0,Nathan Slenska,Tue Feb 18 2020 19:00:00 GMT-0500 (Eastern Standard Time),0.0,,37.0,,,,Hit,1,,2020-02-18
22,23.0,Nathan Slenska,Tue Feb 18 2020 19:00:00 GMT-0500 (Eastern Standard Time),0.0,,14.0,,,,Hit,0,,2020-02-18
0,1.0,Nathan Slenska,Tue Feb 25 2020 19:00:00 GMT-0500 (Eastern Standard Time),0.0,0.0,22.0,,,,Hit,0,,2020-02-25
1,2.0,Nathan Slenska,Tue Feb 25 2020 19:00:00 GMT-0500 (Eastern Standard Time),0.0,0.0,22.0,,,,Hit,0,,2020-02-25
2,3.0,Nathan Slenska,Tue Feb 25 2020 19:00:00 GMT-0500 (Eastern Standard Time),0.0,0.0,23.0,,,,Hit,0,,2020-02-25
3,4.0,Nathan Slenska,Tue Feb 25 2020 19:00:00 GMT-0500 (Eastern Standard Time),0.0,0.0,21.0,,,,Hit,0,,2020-02-25
4,5.0,Nathan Slenska,Tue Feb 25 2020 19:00:00 GMT-0500 (Eastern Standard Time),0.0,0.0,32.0,,,,Hit,1,,2020-02-25
5,6.0,Nathan Slenska,Tue Feb 25 2020 19:00:00 GMT-0500 (Eastern Standard Time),0.0,0.0,22.0,,,,Hit,1,,2020-02-25
6,7.0,Nathan Slenska,Tue Feb 25 2020 19:00:00 GMT-0500 (Eastern Standard Time),0.0,0.0,46.0,,,,Miss,1,,2020-02-25
7,8.0,Nathan Slenska,Tue Feb 25 2020 19:00:00 GMT-0500 (Eastern Standard Time),0.0,0.0,44.0,,,,Miss,1,,2020-02-25
8,9.0,Nathan Slenska,Tue Feb 25 2020 19:00:00 GMT-0500 (Eastern Standard Time),0.0,0.0,17.0,,,,Hit,0,,2020-02-25
9,10.0,Nathan Slenska,Tue Feb 25 2020 19:00:00 GMT-0500 (Eastern Standard Time),0.0,0.0,44.0,,,,Miss,2,,2020-02-25
10,11.0,Nathan Slenska,Tue Feb 25 2020 19:00:00 GMT-0500 (Eastern Standard Time),0.0,0.0,45.0,,,,Miss,2,,2020-02-25
11,12.0,Nathan Slenska,Tue Feb 25 2020 19:00:00 GMT-0500 (Eastern Standard Time),0.0,0.0,17.0,,,,Miss,2,,2020-02-25
12,13.0,Nathan Slenska,Tue Feb 25 2020 19:00:00 GMT-0500 (Eastern Standard Time),0.0,0.0,45.0,,,,Miss,2,,2020-02-25
13,14.0,Nathan Slenska,Tue Feb 25 2020 19:00:00 GMT-0500 (Eastern Standard Time),0.0,0.0,35.0,,,,Hit,2,,2020-02-25
14,15.0,Nathan Slenska,Tue Feb 25 2020 19:00:00 GMT-0500 (Eastern Standard Time),0.0,0.0,37.0,,,,Miss,2,,2020-02-25
15,16.0,Nathan Slenska,Tue Feb 25 2020 19:00:00 GMT-0500 (Eastern Standard Time),0.0,0.0,47.0,,,,Miss,2,,2020-02-25
16,17.0,Nathan Slenska,Tue Feb 25 2020 19:00:00 GMT-0500 (Eastern Standard Time),0.0,0.0,19.0,,,,Miss,0,,2020-02-25
17,18.0,Nathan Slenska,Tue Feb 25 2020 19:00:00 GMT-0500 (Eastern Standard Time),0.0,0.0,44.0,,,,Miss,2,,2020-02-25
18,19.0,Nathan Slenska,Tue Feb 25 2020 19:00:00 GMT-0500 (Eastern Standard Time),0.0,0.0,46.0,,,,Hit,1,,2020-02-25
19,20.0,Nathan Slenska,Tue Feb 25 2020 19:00:00 GMT-0500 (Eastern Standard Time),0.0,0.0,31.0,,,,Miss,0,,2020-02-25
20,21.0,Nathan Slenska,Tue Feb 25 2020 19:00:00 GMT-0500 (Eastern Standard Time),0.0,0.0,46.0,,,,Miss,2,,2020-02-25
21,22.0,Nathan Slenska,Tue Feb 25 2020 19:00:00 GMT-0500 (Eastern Standard Time),0.0,0.0,46.0,,,,Hit,2,,2020-02-25
22,23.0,Nathan Slenska,Tue Feb 25 2020 19:00:00 GMT-0500 (Eastern Standard Time),0.0,0.0,24.0,,,,Miss,2,,2020-02-25
23,24.0,Nathan Slenska,Tue Feb 25 2020 19:00:00 GMT-0500 (Eastern Standard Time),0.0,0.0,27.0,,,,Hit,0,,2020-02-25
0,1.0,Nathan Slenska,Fri Feb 28 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,1.0,22.0,1.0,0b-0s,,,1,,2020-02-28
1,2.0,Nathan Slenska,Fri Feb 28 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,1.0,29.0,1.0,0b-1s,,,0,,2020-02-28
2,3.0,Nathan Slenska,Fri Feb 28 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,1.0,1.0,1.0,0b-2s,,,0,,2020-02-28
3,4.0,Nathan Slenska,Fri Feb 28 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,1.0,46.0,1.0,1b-2s,,,2,,2020-02-28
4,5.0,Nathan Slenska,Fri Feb 28 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,1.0,29.0,1.0,2b-2s,,,1,,2020-02-28
5,6.0,Nathan Slenska,Fri Feb 28 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,1.0,34.0,1.0,2b-2s,,,0,,2020-02-28
6,7.0,Nathan Slenska,Fri Feb 28 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,1.0,28.0,2.0,0b-0s,,,0,,2020-02-28
7,8.0,Nathan Slenska,Fri Feb 28 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,1.0,6.0,2.0,0b-1s,,,1,,2020-02-28
8,9.0,Nathan Slenska,Fri Feb 28 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,1.0,23.0,2.0,1b-1s,,,0,,2020-02-28
9,10.0,Nathan Slenska,Fri Feb 28 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,1.0,39.0,3.0,0b-0s,,,1,,2020-02-28
10,11.0,Nathan Slenska,Fri Feb 28 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,1.0,12.0,3.0,0b-1s,,,0,,2020-02-28
11,12.0,Nathan Slenska,Fri Feb 28 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,1.0,28.0,3.0,1b-1s,,,2,,2020-02-28
12,13.0,Nathan Slenska,Fri Feb 28 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,1.0,18.0,3.0,1b-2s,,,0,,2020-02-28
13,14.0,Nathan Slenska,Fri Feb 28 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,1.0,21.0,3.0,2b-2s,,,2,,2020-02-28
0,15.0,Nathan Slenska,Fri Feb 28 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,2.0,46.0,1.0,0b-0s,,,1,,2020-02-28
1,16.0,Nathan Slenska,Fri Feb 28 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,2.0,23.0,1.0,1b-0s,,,0,,2020-02-28
2,17.0,Nathan Slenska,Fri Feb 28 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,2.0,28.0,1.0,1b-1s,,,0,,2020-02-28
3,18.0,Nathan Slenska,Fri Feb 28 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,2.0,9.0,1.0,1b-2s,,,0,,2020-02-28
4,19.0,Nathan Slenska,Fri Feb 28 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,2.0,38.0,1.0,1b-2s,,,2,,2020-02-28
5,20.0,Nathan Slenska,Fri Feb 28 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,2.0,18.0,2.0,0b-0s,,,1,,2020-02-28
6,21.0,Nathan Slenska,Fri Feb 28 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,2.0,22.0,2.0,1b-0s,,,1,,2020-02-28
7,22.0,Nathan Slenska,Fri Feb 28 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,2.0,3.0,2.0,1b-1s,,,0,,2020-02-28
8,23.0,Nathan Slenska,Fri Feb 28 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,2.0,18.0,2.0,2b-1s,,,0,,2020-02-28
9,24.0,Nathan Slenska,Fri Feb 28 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,2.0,31.0,3.0,0b-0s,,,2,,2020-02-28
10,25.0,Nathan Slenska,Fri Feb 28 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,2.0,22.0,3.0,1b-0s,,,0,,2020-02-28
11,26.0,Nathan Slenska,Fri Feb 28 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,2.0,27.0,4.0,0b-0s,,,1,,2020-02-28
12,27.0,Nathan Slenska,Fri Feb 28 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,2.0,35.0,4.0,0b-1s,,,1,,2020-02-28
13,28.0,Nathan Slenska,Fri Feb 28 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,2.0,22.0,4.0,0b-2s,,,0,,2020-02-28
14,29.0,Nathan Slenska,Fri Feb 28 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,2.0,23.0,4.0,0b-2s,,,0,,2020-02-28
0,30.0,Nathan Slenska,Fri Feb 28 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,3.0,46.0,1.0,0b-0s,,,0,,2020-02-28
1,31.0,Nathan Slenska,Fri Feb 28 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,3.0,25.0,1.0,1b-0s,,,1,,2020-02-28
2,32.0,Nathan Slenska,Fri Feb 28 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,3.0,39.0,1.0,2b-0s,,,2,,2020-02-28
3,33.0,Nathan Slenska,Fri Feb 28 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,3.0,35.0,1.0,2b-1s,,,2,,2020-02-28
4,34.0,Nathan Slenska,Fri Feb 28 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,3.0,28.0,1.0,2b-2s,,,2,,2020-02-28
5,35.0,Nathan Slenska,Fri Feb 28 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,3.0,22.0,2.0,0b-0s,,,0,,2020-02-28
6,36.0,Nathan Slenska,Fri Feb 28 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,3.0,4.0,2.0,0b-1s,,,2,,2020-02-28
7,37.0,Nathan Slenska,Fri Feb 28 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,3.0,46.0,2.0,1b-1s,,,0,,2020-02-28
8,38.0,Nathan Slenska,Fri Feb 28 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,3.0,23.0,2.0,2b-1s,,,1,,2020-02-28
9,39.0,Nathan Slenska,Fri Feb 28 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,3.0,23.0,2.0,2b-2s,,,0,,2020-02-28
10,40.0,Nathan Slenska,Fri Feb 28 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,3.0,23.0,3.0,0b-0s,,,0,,2020-02-28
11,41.0,Nathan Slenska,Fri Feb 28 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,3.0,23.0,3.0,0b-1s,,,0,,2020-02-28
12,42.0,Nathan Slenska,Fri Feb 28 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,3.0,31.0,4.0,0b-0s,,,0,,2020-02-28
13,43.0,Nathan Slenska,Fri Feb 28 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,3.0,22.0,4.0,1b-0s,,,1,,2020-02-28
14,44.0,Nathan Slenska,Fri Feb 28 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,3.0,23.0,4.0,1b-1s,,,2,,2020-02-28
15,45.0,Nathan Slenska,Fri Feb 28 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,3.0,34.0,4.0,1b-2s,,,2,,2020-02-28
16,46.0,Nathan Slenska,Fri Feb 28 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,3.0,26.0,5.0,0b-0s,,,1,,2020-02-28
17,47.0,Nathan Slenska,Fri Feb 28 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,3.0,24.0,5.0,0b-1s,,,2,,2020-02-28
18,48.0,Nathan Slenska,Fri Feb 28 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,3.0,21.0,5.0,1b-1s,,,0,,2020-02-28
19,49.0,Nathan Slenska,Fri Feb 28 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,3.0,17.0,5.0,1b-2s,,,0,,2020-02-28
0,1.0,Nick Clift,Tue Feb 18 2020 19:00:00 GMT-0500 (Eastern Standard Time),0.0,,23.0,,,,Hit,0,,2020-02-18
1,2.0,Nick Clift,Tue Feb 18 2020 19:00:00 GMT-0500 (Eastern Standard Time),0.0,,22.0,,,,Hit,0,,2020-02-18
2,3.0,Nick Clift,Tue Feb 18 2020 19:00:00 GMT-0500 (Eastern Standard Time),0.0,,29.0,,,,Hit,0,,2020-02-18
3,4.0,Nick Clift,Tue Feb 18 2020 19:00:00 GMT-0500 (Eastern Standard Time),0.0,,22.0,,,,Hit,0,,2020-02-18
4,5.0,Nick Clift,Tue Feb 18 2020 19:00:00 GMT-0500 (Eastern Standard Time),0.0,,22.0,,,,Hit,1,,2020-02-18
5,6.0,Nick Clift,Tue Feb 18 2020 19:00:00 GMT-0500 (Eastern Standard Time),0.0,,40.0,,,,Hit,1,,2020-02-18
6,7.0,Nick Clift,Tue Feb 18 2020 19:00:00 GMT-0500 (Eastern Standard Time),0.0,,46.0,,,,Miss,1,,2020-02-18
7,8.0,Nick Clift,Tue Feb 18 2020 19:00:00 GMT-0500 (Eastern Standard Time),0.0,,22.0,,,,Hit,0,,2020-02-18
8,9.0,Nick Clift,Tue Feb 18 2020 19:00:00 GMT-0500 (Eastern Standard Time),0.0,,20.0,,,,Hit,0,,2020-02-18
9,10.0,Nick Clift,Tue Feb 18 2020 19:00:00 GMT-0500 (Eastern Standard Time),0.0,,43.0,,,,Miss,2,,2020-02-18
10,11.0,Nick Clift,Tue Feb 18 2020 19:00:00 GMT-0500 (Eastern Standard Time),0.0,,43.0,,,,Miss,2,,2020-02-18
11,12.0,Nick Clift,Tue Feb 18 2020 19:00:00 GMT-0500 (Eastern Standard Time),0.0,,2.0,,,,Miss,0,,2020-02-18
12,13.0,Nick Clift,Tue Feb 18 2020 19:00:00 GMT-0500 (Eastern Standard Time),0.0,,1.0,,,,Miss,0,,2020-02-18
13,14.0,Nick Clift,Tue Feb 18 2020 19:00:00 GMT-0500 (Eastern Standard Time),0.0,,14.0,,,,Hit,0,,2020-02-18
14,15.0,Nick Clift,Tue Feb 18 2020 19:00:00 GMT-0500 (Eastern Standard Time),0.0,,47.0,,,,Miss,1,,2020-02-18
15,16.0,Nick Clift,Tue Feb 18 2020 19:00:00 GMT-0500 (Eastern Standard Time),0.0,,47.0,,,,Miss,0,,2020-02-18
16,17.0,Nick Clift,Tue Feb 18 2020 19:00:00 GMT-0500 (Eastern Standard Time),0.0,,47.0,,,,Miss,1,,2020-02-18
17,18.0,Nick Clift,Tue Feb 18 2020 19:00:00 GMT-0500 (Eastern Standard Time),0.0,,8.0,,,,Miss,0,,2020-02-18
18,19.0,Nick Clift,Tue Feb 18 2020 19:00:00 GMT-0500 (Eastern Standard Time),0.0,,16.0,,,,Hit,0,,2020-02-18
19,20.0,Nick Clift,Tue Feb 18 2020 19:00:00 GMT-0500 (Eastern Standard Time),0.0,,46.0,,,,Hit,1,,2020-02-18
20,21.0,Nick Clift,Tue Feb 18 2020 19:00:00 GMT-0500 (Eastern Standard Time),0.0,,14.0,,,,Hit,0,,2020-02-18
0,1.0,Spencer Rojahn,Fri Jan 10 2020 19:00:00 GMT-0500 (Eastern Standard Time),0.0,,29.0,,,,,0,,2020-01-10
1,2.0,Spencer Rojahn,Fri Jan 10 2020 19:00:00 GMT-0500 (Eastern Standard Time),0.0,,17.0,,,,,0,,2020-01-10
2,3.0,Spencer Rojahn,Fri Jan 10 2020 19:00:00 GMT-0500 (Eastern Standard Time),0.0,,25.0,,,,,0,,2020-01-10
3,4.0,Spencer Rojahn,Fri Jan 10 2020 19:00:00 GMT-0500 (Eastern Standard Time),0.0,,32.0,,,,,0,,2020-01-10
4,5.0,Spencer Rojahn,Fri Jan 10 2020 19:00:00 GMT-0500 (Eastern Standard Time),0.0,,24.0,,,,,0,,2020-01-10
5,6.0,Spencer Rojahn,Fri Jan 10 2020 19:00:00 GMT-0500 (Eastern Standard Time),0.0,,4.0,,,,,0,,2020-01-10
6,7.0,Spencer Rojahn,Fri Jan 10 2020 19:00:00 GMT-0500 (Eastern Standard Time),0.0,,35.0,,,,,0,,2020-01-10
7,8.0,Spencer Rojahn,Fri Jan 10 2020 19:00:00 GMT-0500 (Eastern Standard Time),0.0,,19.0,,,,,0,,2020-01-10
8,9.0,Spencer Rojahn,Fri Jan 10 2020 19:00:00 GMT-0500 (Eastern Standard Time),0.0,,8.0,,,,,0,,2020-01-10
9,10.0,Spencer Rojahn,Fri Jan 10 2020 19:00:00 GMT-0500 (Eastern Standard Time),0.0,,28.0,,,,,0,,2020-01-10
10,11.0,Spencer Rojahn,Fri Jan 10 2020 19:00:00 GMT-0500 (Eastern Standard Time),0.0,,26.0,,,,,0,,2020-01-10
11,12.0,Spencer Rojahn,Fri Jan 10 2020 19:00:00 GMT-0500 (Eastern Standard Time),0.0,,31.0,,,,,0,,2020-01-10
12,13.0,Spencer Rojahn,Fri Jan 10 2020 19:00:00 GMT-0500 (Eastern Standard Time),0.0,,20.0,,,,,0,,2020-01-10
13,14.0,Spencer Rojahn,Fri Jan 10 2020 19:00:00 GMT-0500 (Eastern Standard Time),0.0,,26.0,,,,,2,,2020-01-10
14,15.0,Spencer Rojahn,Fri Jan 10 2020 19:00:00 GMT-0500 (Eastern Standard Time),0.0,,39.0,,,,,2,,2020-01-10
15,16.0,Spencer Rojahn,Fri Jan 10 2020 19:00:00 GMT-0500 (Eastern Standard Time),0.0,,46.0,,,,,2,,2020-01-10
16,17.0,Spencer Rojahn,Fri Jan 10 2020 19:00:00 GMT-0500 (Eastern Standard Time),0.0,,35.0,,,,,2,,2020-01-10
17,18.0,Spencer Rojahn,Fri Jan 10 2020 19:00:00 GMT-0500 (Eastern Standard Time),0.0,,38.0,,,,,2,,2020-01-10
18,19.0,Spencer Rojahn,Fri Jan 10 2020 19:00:00 GMT-0500 (Eastern Standard Time),0.0,,47.0,,,,,2,,2020-01-10
19,20.0,Spencer Rojahn,Fri Jan 10 2020 19:00:00 GMT-0500 (Eastern Standard Time),0.0,,24.0,,,,,0,,2020-01-10
0,1.0,Spencer Rojahn,Mon Jan 13 2020 19:00:00 GMT-0500 (Eastern Standard Time),0.0,,26.0,,,,Hit,0,,2020-01-13
1,2.0,Spencer Rojahn,Mon Jan 13 2020 19:00:00 GMT-0500 (Eastern Standard Time),0.0,,29.0,,,,Hit,0,,2020-01-13
2,3.0,Spencer Rojahn,Mon Jan 13 2020 19:00:00 GMT-0500 (Eastern Standard Time),0.0,,18.0,,,,Miss,0,,2020-01-13
3,4.0,Spencer Rojahn,Mon Jan 13 2020 19:00:00 GMT-0500 (Eastern Standard Time),0.0,,35.0,,,,Hit,0,,2020-01-13
4,5.0,Spencer Rojahn,Mon Jan 13 2020 19:00:00 GMT-0500 (Eastern Standard Time),0.0,,23.0,,,,Hit,0,,2020-01-13
5,6.0,Spencer Rojahn,Mon Jan 13 2020 19:00:00 GMT-0500 (Eastern Standard Time),0.0,,42.0,,,,Miss,0,,2020-01-13
6,7.0,Spencer Rojahn,Mon Jan 13 2020 19:00:00 GMT-0500 (Eastern Standard Time),0.0,,20.0,,,,Hit,0,,2020-01-13
7,8.0,Spencer Rojahn,Mon Jan 13 2020 19:00:00 GMT-0500 (Eastern Standard Time),0.0,,40.0,,,,Hit,0,,2020-01-13
8,9.0,Spencer Rojahn,Mon Jan 13 2020 19:00:00 GMT-0500 (Eastern Standard Time),0.0,,24.0,,,,Miss,0,,2020-01-13
9,10.0,Spencer Rojahn,Mon Jan 13 2020 19:00:00 GMT-0500 (Eastern Standard Time),0.0,,13.0,,,,Miss,0,,2020-01-13
10,11.0,Spencer Rojahn,Mon Jan 13 2020 19:00:00 GMT-0500 (Eastern Standard Time),0.0,,27.0,,,,Hit,0,,2020-01-13
11,12.0,Spencer Rojahn,Mon Jan 13 2020 19:00:00 GMT-0500 (Eastern Standard Time),0.0,,31.0,,,,Miss,0,,2020-01-13
12,13.0,Spencer Rojahn,Mon Jan 13 2020 19:00:00 GMT-0500 (Eastern Standard Time),0.0,,38.0,,,,Hit,2,,2020-01-13
13,14.0,Spencer Rojahn,Mon Jan 13 2020 19:00:00 GMT-0500 (Eastern Standard Time),0.0,,46.0,,,,Miss,2,,2020-01-13
14,15.0,Spencer Rojahn,Mon Jan 13 2020 19:00:00 GMT-0500 (Eastern Standard Time),0.0,,44.0,,,,Miss,2,,2020-01-13
15,16.0,Spencer Rojahn,Mon Jan 13 2020 19:00:00 GMT-0500 (Eastern Standard Time),0.0,,23.0,,,,Hit,0,,2020-01-13
16,17.0,Spencer Rojahn,Mon Jan 13 2020 19:00:00 GMT-0500 (Eastern Standard Time),0.0,,39.0,,,,Hit,0,,2020-01-13
17,18.0,Spencer Rojahn,Mon Jan 13 2020 19:00:00 GMT-0500 (Eastern Standard Time),0.0,,41.0,,,,Hit,2,,2020-01-13
18,19.0,Spencer Rojahn,Mon Jan 13 2020 19:00:00 GMT-0500 (Eastern Standard Time),0.0,,47.0,,,,Miss,2,,2020-01-13
19,20.0,Spencer Rojahn,Mon Jan 13 2020 19:00:00 GMT-0500 (Eastern Standard Time),0.0,,34.0,,,,Hit,2,,2020-01-13
20,21.0,Spencer Rojahn,Mon Jan 13 2020 19:00:00 GMT-0500 (Eastern Standard Time),0.0,,32.0,,,,Hit,2,,2020-01-13
21,22.0,Spencer Rojahn,Mon Jan 13 2020 19:00:00 GMT-0500 (Eastern Standard Time),0.0,,20.0,,,,Hit,0,,2020-01-13
22,23.0,Spencer Rojahn,Mon Jan 13 2020 19:00:00 GMT-0500 (Eastern Standard Time),0.0,,25.0,,,,Miss,0,,2020-01-13
23,24.0,Spencer Rojahn,Mon Jan 13 2020 19:00:00 GMT-0500 (Eastern Standard Time),0.0,,22.0,,,,Hit,0,,2020-01-13
24,25.0,Spencer Rojahn,Mon Jan 13 2020 19:00:00 GMT-0500 (Eastern Standard Time),0.0,,28.0,,,,Hit,0,,2020-01-13
4,1.0,Spencer Rojahn,Sat Feb 15 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,1.0,33.0,2.0,0b-0s,,,0,,2020-02-15
5,2.0,Spencer Rojahn,Sat Feb 15 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,1.0,41.0,2.0,0b-1s,,,1,,2020-02-15
6,3.0,Spencer Rojahn,Sat Feb 15 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,1.0,48.0,2.0,0b-2s,,,1,,2020-02-15
7,4.0,Spencer Rojahn,Sat Feb 15 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,1.0,2.0,2.0,1b-2s,,,1,,2020-02-15
8,5.0,Spencer Rojahn,Sat Feb 15 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,1.0,46.0,2.0,2b-2s,,,0,,2020-02-15
9,6.0,Spencer Rojahn,Sat Feb 15 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,1.0,15.0,2.0,2b-2s,,,0,,2020-02-15
10,7.0,Spencer Rojahn,Sat Feb 15 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,1.0,21.0,3.0,0b-0s,,,0,,2020-02-15
11,8.0,Spencer Rojahn,Sat Feb 15 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,1.0,33.0,3.0,0b-1s,,,0,,2020-02-15
12,9.0,Spencer Rojahn,Sat Feb 15 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,1.0,9.0,3.0,0b-2s,,,0,,2020-02-15
0,10.0,Spencer Rojahn,Sat Feb 15 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,1.0,38.0,,0b-0s,,,0,,2020-02-15
1,11.0,Spencer Rojahn,Sat Feb 15 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,1.0,9.0,,0b-1s,,,0,,2020-02-15
2,12.0,Spencer Rojahn,Sat Feb 15 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,1.0,48.0,,0b-2s,,,1,,2020-02-15
3,13.0,Spencer Rojahn,Sat Feb 15 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,1.0,14.0,,1b-2s,,,2,,2020-02-15
0,14.0,Spencer Rojahn,Sat Feb 15 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,2.0,39.0,1.0,0b-0s,,,0,,2020-02-15
1,15.0,Spencer Rojahn,Sat Feb 15 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,2.0,39.0,1.0,0b-1s,,,1,,2020-02-15
